11.3	68
41.4	63
49.6	157
23.3	130
37.9	102
4.0	150
29.3	185
24.5	37
12.1	169
37.1	198
40.0	159
6.0	162
7.3	23
9.8	38
0.9	74
26.4	170
39.2	91
1.0	145
26.8	9
17.4	160
46.7	155
17.1	133
19.9	197
11.5	102
4.6	161
47.4	117
17.1	129
30.5	24
31.4	11
8.5	103
19.8	38
23.5	179
30.4	62
13.7	194
10.4	53
46.9	135
45.5	77
21.6	159
41.2	165
36.3	129
36.4	31
31.1	165
44.4	8
47.5	69
49.9	135
4.9	155
11.6	121
45.5	102
33.6	191
46.5	55
44.6	185
46.5	34
30.7	74
14.8	27
8.8	48
8.4	127
8.7	130
23.0	94
2.7	121
10.3	1
21.5	39
0.6	45
23.9	100
8.4	64
18.8	182
24.0	33
19.0	59
20.9	43
46.2	19
19.7	87
48.1	181
24.3	21
48.0	183
3.0	181
26.1	107
49.3	30
17.3	120
1.7	162
46.8	95
22.2	100
25.6	191
29.1	112
28.7	152
39.5	73
21.2	80
22.7	29
29.3	178
13.1	130
48.8	192
2.7	139
43.0	166
32.6	76
17.3	82
13.9	185
29.1	38
9.7	26
0.6	20
42.2	189
28.2	123
3.2	132
34.7	185
6.2	129
35.7	11
41.9	188
34.7	65
39.8	190
21.0	80
37.4	149
22.1	132
2.2	24
18.7	102
15.3	85
6.0	194
26.9	140
0.9	14
15.0	124
34.7	199
20.2	135
20.0	101
19.4	68
11.0	174
25.0	128
33.9	0
33.7	128
40.7	178
14.6	183
1.1	169
22.3	103
26.8	134
25.4	109
38.6	130
27.4	112
18.8	66
49.3	79
1.4	54
37.4	190
8.5	34
15.4	119
19.2	42
26.4	99
23.7	134
36.2	27
22.0	104
21.5	122
1.0	93
21.2	92
48.5	99
27.9	88
24.5	89
16.3	165
1.4	58
18.2	192
16.4	94
9.5	28
3.8	168
29.2	110
19.5	118
24.8	100
16.5	113
45.8	20
5.5	33
20.4	76
14.7	12
17.5	176
11.5	99
4.6	3
21.6	154
24.4	156
13.8	123
39.1	22
49.5	97
7.7	106
39.9	155
21.7	143
24.2	124
17.4	51
44.1	180
46.5	125
20.0	108
48.5	193
41.0	93
46.7	170
35.4	57
32.3	34
22.8	99
33.1	199
45.9	109
16.3	29
22.8	191
20.5	169
23.5	92
22.0	44
48.8	147
2.9	168
9.8	59
27.8	163
10.2	67
44.4	75
42.8	199
24.4	182
37.1	49
29.8	36
14.4	147
38.3	108
14.7	167
26.6	14
22.0	66
30.2	6
14.3	139
8.9	59
7.7	107
13.7	82
26.8	52
29.0	67
8.9	144
49.4	10
13.0	113
44.4	57
44.3	80
42.2	49
42.9	68
28.3	53
44.1	135
17.9	45
35.4	157
33.0	169
7.4	64
48.6	183
48.9	177
26.4	47
21.0	135
8.2	26
4.7	68
10.4	60
40.2	196
6.4	11
39.4	155
25.8	137
48.5	23
49.0	187
24.6	171
7.4	158
5.6	87
0.9	170
47.7	0
18.4	187
40.1	191
15.9	126
15.5	124
36.9	57
29.2	59
12.5	102
11.1	178
48.7	68
11.4	149
8.1	168
17.4	17
49.0	95
22.7	59
2.4	4
36.6	34
21.4	122
21.4	47
9.2	76
0.4	79
25.6	26
49.7	141
12.6	139
15.3	126
42.8	158
1.4	56
24.8	163
